Personal Data,,,,,,,,Endorsement Data,,,Electoral Data,,,Factchecking Columns,,,
Candidate,Incumbent,Open Primary,State,Primary Date,Office,District,Gender,Trump,E-PAC,Winning for Women,Primary %,Primary Outcome,Chance of Winning (Nov 3),"Checked? (not H, J, K, L)",,Man vs. Woman?,"Checked? inc. H, J, K, P"
John Cowan,No,Yes,Georgia,6/9/2020,Representative,14,Male,N/A,N/A,N/A,21,Lost,,,GeorgiaRepresentative14,Yes,
Clayton Fuller,No,Yes,Georgia,6/9/2020,Representative,14,Male,N/A,N/A,N/A,7,Lost,,,GeorgiaRepresentative14,Yes,
Marjorie Taylor Greene,No,Yes,Georgia,6/9/2020,Representative,14,Female,N/A,N/A,N/A,40,Won,,,GeorgiaRepresentative14,Yes,yes
Andy Gunther,No,Yes,Georgia,6/9/2020,Representative,14,Male,N/A,N/A,N/A,1,Lost,,,GeorgiaRepresentative14,Yes,
Bill Hembree,No,Yes,Georgia,6/9/2020,Representative,14,Male,N/A,N/A,N/A,6,Lost,,,GeorgiaRepresentative14,Yes,
Matt Laughridge,No,Yes,Georgia,6/9/2020,Representative,14,Male,N/A,N/A,N/A,6,Lost,,,GeorgiaRepresentative14,Yes,
Joyce Bentley,No,Yes,Nevada,6/9/2020,Representative,1,Female,N/A,N/A,N/A,36,Won,,,NevadaRepresentative1,Yes,yes
Josh Elliott,No,Yes,Nevada,6/9/2020,Representative,1,Male,N/A,N/A,N/A,29,Lost,,,NevadaRepresentative1,Yes,
"Eddie ""Mr. Las Vegas"" Hamilton",No,Yes,Nevada,6/9/2020,Representative,1,Male,N/A,N/A,N/A,15,Lost,,,NevadaRepresentative1,Yes,
Citlaly Larios-Elias,No,Yes,Nevada,6/9/2020,Representative,1,Female,N/A,N/A,N/A,20,Lost,,,NevadaRepresentative1,Yes,yes
Mark Amodei,Yes,No,Nevada,6/9/2020,Representative,2,Male,Yes,N/A,N/A,81,Won,,yes,NevadaRepresentative2,No,
Joel Beck,No,No,Nevada,6/9/2020,Representative,2,Male,No,N/A,N/A,15,Lost,,,NevadaRepresentative2,No,
Jesse Hurley,No,No,Nevada,6/9/2020,Representative,2,Male,No,N/A,N/A,4,Lost,,,NevadaRepresentative2,No,
Brian Nadell,No,Yes,Nevada,6/9/2020,Representative,3,Male,N/A,N/A,N/A,4,Lost,,,NevadaRepresentative3,Yes,
Cory Newberry,No,Yes,Nevada,6/9/2020,Representative,3,Male,N/A,N/A,N/A,4,Lost,,,NevadaRepresentative3,Yes,
Mindy Robinson,No,Yes,Nevada,6/9/2020,Representative,3,Female,N/A,N/A,N/A,13,Lost,,,NevadaRepresentative3,Yes,yes
Dan Rodimer,No,Yes,Nevada,6/9/2020,Representative,3,Male,N/A,N/A,N/A,50,Won,,,NevadaRepresentative3,Yes,
Dan Schwartz,No,Yes,Nevada,6/9/2020,Representative,3,Male,N/A,N/A,N/A,27,Lost,,,NevadaRepresentative3,Yes,
Victor Willert,No,Yes,Nevada,6/9/2020,Representative,3,Male,N/A,N/A,N/A,2,Lost,,,NevadaRepresentative3,Yes,
Rosalie Bingham,No,Yes,Nevada,6/9/2020,Representative,4,Female,N/A,No,N/A,3,Lost,,,NevadaRepresentative4,Yes,yes
Leo Blundo,No,Yes,Nevada,6/9/2020,Representative,4,Male,N/A,No,N/A,4,Lost,,,NevadaRepresentative4,Yes,
Jim Marchant,No,Yes,Nevada,6/9/2020,Representative,4,Male,N/A,No,N/A,35,Won,,,NevadaRepresentative4,Yes,
Charles Navarro,No,Yes,Nevada,6/9/2020,Representative,4,Male,N/A,No,N/A,6,Lost,,,NevadaRepresentative4,Yes,
Sam Peters,No,Yes,Nevada,6/9/2020,Representative,4,Male,N/A,No,N/A,28,Lost,,,NevadaRepresentative4,Yes,
Randi Reed,No,Yes,Nevada,6/9/2020,Representative,4,Female,N/A,No,N/A,2,Lost,,,NevadaRepresentative4,Yes,yes
Lisa Song Sutton,No,Yes,Nevada,6/9/2020,Representative,4,Female,N/A,Yes,N/A,15,Lost,,,NevadaRepresentative4,Yes,yes
Rebecca Wood,No,Yes,Nevada,6/9/2020,Representative,4,Female,N/A,No,N/A,6,Lost,,,NevadaRepresentative4,Yes,yes
Kelly Armstrong,Yes,No,North Dakota,6/9/2020,Representative,At-Large,Male,N/A,N/A,N/A,100,Won,,,North DakotaRepresentativeAt-Large,No,
Doug Burgum,Yes,No,North Dakota,6/9/2020,Governor,N/A,Male,Yes,N/A,N/A,90,Won,,yes,North DakotaGovernorN/A,No,
Michael Coachman,No,No,North Dakota,6/9/2020,Governor,N/A,Male,No,N/A,N/A,10,Lost,,,North DakotaGovernorN/A,No,
Duke Buckner,No,No,South Carolina,6/9/2020,Senator,N/A,Male,No,N/A,N/A,6,Lost,,,South CarolinaSenatorN/A,No,
Joe Reynolds,No,No,South Carolina,6/9/2020,Senator,N/A,Male,No,N/A,N/A,9,Lost,,,South CarolinaSenatorN/A,No,
Michael LaPierre,No,No,South Carolina,6/9/2020,Senator,N/A,Male,No,N/A,N/A,17,Lost,,,South CarolinaSenatorN/A,No,
Lindsey Graham,Yes,No,South Carolina,6/9/2020,Senator,N/A,Male,Yes,N/A,N/A,68,Won,,yes,South CarolinaSenatorN/A,No,
Chris Cox,No,Yes,South Carolina,6/9/2020,Representative,1,Male,N/A,No,N/A,10,Lost,,,South CarolinaRepresentative1,Yes,
Brad Mole,No,Yes,South Carolina,6/9/2020,Representative,1,Male,N/A,No,N/A,7,Lost,,,South CarolinaRepresentative1,Yes,
Kathy Landing,No,Yes,South Carolina,6/9/2020,Representative,1,Female,N/A,No,N/A,26,Lost,,,South CarolinaRepresentative1,Yes,yes
Nancy Mace,No,Yes,South Carolina,6/9/2020,Representative,1,Female,N/A,Yes,N/A,57,Won,,,South CarolinaRepresentative1,Yes,yes
Michael Bishop,No,No,South Carolina,6/9/2020,Representative,2,Male,No,N/A,N/A,26,Lost,,,South CarolinaRepresentative2,No,
Joe Wilson,Yes,No,South Carolina,6/9/2020,Representative,2,Male,Yes,N/A,N/A,74,Won,,yes,South CarolinaRepresentative2,No,
Jeff Duncan,Yes,No,South Carolina,6/9/2020,Representative,3,Male,N/A,N/A,N/A,100,Won,,,South CarolinaRepresentative3,No,
William Timmons,Yes,No,South Carolina,6/9/2020,Representative,4,Male,N/A,N/A,N/A,100,Won,,,South CarolinaRepresentative4,No,
Ralph Norman,Yes,No,South Carolina,6/9/2020,Representative,5,Male,N/A,N/A,N/A,100,Won,,,South CarolinaRepresentative5,No,
John McCollum,No,Yes,South Carolina,6/9/2020,Representative,6,Male,N/A,N/A,N/A,100,Won,,,South CarolinaRepresentative6,No,
Tom Rice,Yes,No,South Carolina,6/9/2020,Representative,7,Male,N/A,N/A,N/A,100,Won,,,South CarolinaRepresentative7,No,
Larry Butcher,No,No,West Virginia,6/9/2020,Senator,N/A,Male,No,N/A,No,7,Lost,,,West VirginiaSenatorN/A,Yes,
Shelley Moore Capito,Yes,No,West Virginia,6/9/2020,Senator,N/A,Female,Yes,N/A,Yes,83,Won,,yes,West VirginiaSenatorN/A,Yes,yes
Allen Whitt,No,No,West Virginia,6/9/2020,Senator,N/A,Male,No,N/A,No,10,Lost,,,West VirginiaSenatorN/A,Yes,
David McKinley,Yes,No,West Virginia,6/9/2020,Representative,1,Male,N/A,N/A,N/A,100,Won,,,West VirginiaRepresentative1,No,
Matthew Hahn,No,No,West Virginia,6/9/2020,Representative,2,Male,No,N/A,N/A,28,Lost,,,West VirginiaRepresentative2,No,
Alex Mooney,Yes,No,West Virginia,6/9/2020,Representative,2,Male,Yes,N/A,N/A,72,Won,,yes,West VirginiaRepresentative2,No,
Carol Miller,Yes,No,West Virginia,6/9/2020,Representative,3,Female,Yes,N/A,Yes,70,Won,,yes,West VirginiaRepresentative3,Yes,yes
Russell Siegel,No,No,West Virginia,6/9/2020,Representative,3,Male,No,N/A,No,30,Lost,,,West VirginiaRepresentative3,Yes,
Shelby Jean Fitzhugh,No,No,West Virginia,6/9/2020,Governor,N/A,Female,No,N/A,N/A,1,Lost,,,West VirginiaGovernorN/A,Yes,yes
Mike Folk,No,No,West Virginia,6/9/2020,Governor,N/A,Male,No,N/A,N/A,13,Lost,,,West VirginiaGovernorN/A,Yes,
Jim Justice,Yes,No,West Virginia,6/9/2020,Governor,N/A,Male,Yes,N/A,N/A,63,Won,,yes,West VirginiaGovernorN/A,Yes,
Brooke Lunsford,No,No,West Virginia,6/9/2020,Governor,N/A,Male,No,N/A,N/A,2,Lost,,,West VirginiaGovernorN/A,Yes,
Charles Sheedy,No,No,West Virginia,6/9/2020,Governor,N/A,Male,No,N/A,N/A,1,Lost,,,West VirginiaGovernorN/A,Yes,
Doug Six,No,No,West Virginia,6/9/2020,Governor,N/A,Male,No,N/A,N/A,2,Lost,,,West VirginiaGovernorN/A,Yes,
Woody Thrasher,No,No,West Virginia,6/9/2020,Governor,N/A,Male,No,N/A,N/A,18,Lost,,,West VirginiaGovernorN/A,Yes,
Jim Risch,Yes,No,Idaho,6/2/2020,Senator,N/A,Male,Yes,N/A,N/A,100,Won,,yes,IdahoSenatorN/A,No,
Russ Fulcher,Yes,No,Idaho,6/2/2020,Representative,1,Male,Yes,N/A,N/A,80,Won,,yes,IdahoRepresentative1,No,
Nicholas Jones,No,No,Idaho,6/2/2020,Representative,1,Male,No,N/A,N/A,20,Lost,,,IdahoRepresentative1,No,
Mike Simpson,Yes,No,Idaho,6/2/2020,Representative,2,Male,Yes,N/A,N/A,72,Won,,yes,IdahoRepresentative2,No,
Kevin Rhoades,No,No,Idaho,6/2/2020,Representative,2,Male,No,N/A,N/A,28,Lost,,,IdahoRepresentative2,No,
Eric Holcomb,Yes,No,Indiana,6/2/2020,Governor,N/A,Male,N/A,N/A,N/A,100,Won,,,IndianaGovernorN/A,No,
Dion Bergeron,No,Yes,Indiana,6/2/2020,Representative,1,Male,N/A,N/A,N/A,10,Lost,,,IndianaRepresentative1,No,
Mont Handley,No,Yes,Indiana,6/2/2020,Representative,1,Male,N/A,N/A,N/A,12,Lost,,,IndianaRepresentative1,No,
Spencer Lemmons,No,Yes,Indiana,6/2/2020,Representative,1,Male,N/A,N/A,N/A,15,Lost,,,IndianaRepresentative1,No,
Mark Leyva,No,Yes,Indiana,6/2/2020,Representative,1,Male,N/A,N/A,N/A,35,Won,,,IndianaRepresentative1,No,
Bill Powers,No,Yes,Indiana,6/2/2020,Representative,1,Male,N/A,N/A,N/A,23,Lost,,,IndianaRepresentative1,No,
Delano Scaife,No,Yes,Indiana,6/2/2020,Representative,1,Male,N/A,N/A,N/A,5,Lost,,,IndianaRepresentative1,No,
Chris Davis,No,No,Indiana,6/2/2020,Representative,2,Male,No,N/A,No,21,Lost,,,IndianaRepresentative2,Yes,
Jackie Walorski,Yes,No,Indiana,6/2/2020,Representative,2,Female,Yes,N/A,Yes,79,Won,,yes,IndianaRepresentative2,Yes,yes
Jim Banks,Yes,No,Indiana,6/2/2020,Representative,3,Male,Yes,N/A,N/A,85,Won,,yes,IndianaRepresentative3,No,
Chris Magiera,No,No,Indiana,6/2/2020,Representative,3,Male,No,N/A,N/A,15,Lost,,,IndianaRepresentative3,No,
Jim Baird,Yes,No,Indiana,6/2/2020,Representative,4,Male,N/A,N/A,N/A,100,Won,,,IndianaRepresentative4,No,
Kent Abernathy,No,Yes,Indiana,6/2/2020,Representative,5,Male,N/A,N/A,N/A,6,Lost,,,IndianaRepresentative5,Yes,
Andrew Bales,No,Yes,Indiana,6/2/2020,Representative,5,Male,N/A,N/A,N/A,2,Lost,,,IndianaRepresentative5,Yes,
Micah Beckwith,No,Yes,Indiana,6/2/2020,Representative,5,Male,N/A,N/A,N/A,13,Lost,,,IndianaRepresentative5,Yes,
Carl Brizzi,No,Yes,Indiana,6/2/2020,Representative,5,Male,N/A,N/A,N/A,7,Lost,,,IndianaRepresentative5,Yes,
Allen R. Davidson,No,Yes,Indiana,6/2/2020,Representative,5,Male,N/A,N/A,N/A,1,Lost,,,IndianaRepresentative5,Yes,
Chuck Dietzen,No,Yes,Indiana,6/2/2020,Representative,5,Male,N/A,N/A,N/A,5,Lost,,,IndianaRepresentative5,Yes,
Beth Henderson,No,Yes,Indiana,6/2/2020,Representative,5,Female,N/A,N/A,N/A,18,Lost,,,IndianaRepresentative5,Yes,yes
Matt Hook,No,Yes,Indiana,6/2/2020,Representative,5,Male,N/A,N/A,N/A,3,Lost,,,IndianaRepresentative5,Yes,
Matthew Hullinger,No,Yes,Indiana,6/2/2020,Representative,5,Male,N/A,N/A,N/A,0,Lost,,,IndianaRepresentative5,Yes,
Kelly Mitchell,No,Yes,Indiana,6/2/2020,Representative,5,Female,N/A,N/A,N/A,5,Lost,,,IndianaRepresentative5,Yes,yes
Danny Niederberger,No,Yes,Indiana,6/2/2020,Representative,5,Male,N/A,N/A,N/A,1,Lost,,,IndianaRepresentative5,Yes,
Mark Small,No,Yes,Indiana,6/2/2020,Representative,5,Male,N/A,N/A,N/A,1,Lost,,,IndianaRepresentative5,Yes,
Victoria Spartz,No,Yes,Indiana,6/2/2020,Representative,5,Female,N/A,N/A,N/A,40,Won,,,IndianaRepresentative5,Yes,yes
Russell H. Stwalley,No,Yes,Indiana,6/2/2020,Representative,5,Male,N/A,N/A,N/A,0,Lost,,,IndianaRepresentative5,Yes,
Victor Wakley,No,Yes,Indiana,6/2/2020,Representative,5,Male,N/A,N/A,N/A,1,Lost,,,IndianaRepresentative5,Yes,
Mike Campbell,No,No,Indiana,6/2/2020,Representative,6,Male,No,N/A,N/A,16,Lost,,,IndianaRepresentative6,No,
Greg Pence,Yes,No,Indiana,6/2/2020,Representative,6,Male,Yes,N/A,N/A,84,Won,,yes,IndianaRepresentative6,No,
Jon J. Davis,No,Yes,Indiana,6/2/2020,Representative,7,Male,N/A,N/A,N/A,11,Lost,,,IndianaRepresentative7,Yes,
Doug Merrill,No,Yes,Indiana,6/2/2020,Representative,7,Male,N/A,N/A,N/A,14,Lost,,,IndianaRepresentative7,Yes,
JD Miniear,No,Yes,Indiana,6/2/2020,Representative,7,Male,N/A,N/A,N/A,14,Lost,,,IndianaRepresentative7,Yes,
Mike Ramey,No,Yes,Indiana,6/2/2020,Representative,7,Male,N/A,N/A,N/A,9,Lost,,,IndianaRepresentative7,Yes,
Susan Marie Smith,No,Yes,Indiana,6/2/2020,Representative,7,Female,N/A,N/A,N/A,43,Won,,,IndianaRepresentative7,Yes,yes
Gerald Walters,No,Yes,Indiana,6/2/2020,Representative,7,Male,N/A,N/A,N/A,9,Lost,,,IndianaRepresentative7,Yes,
Larry Bucshon,Yes,No,Indiana,6/2/2020,Representative,8,Male,N/A,N/A,N/A,100,Won,,,IndianaRepresentative8,No,
Trey Hollingsworth,Yes,No,Indiana,6/2/2020,Representative,9,Male,N/A,N/A,N/A,100,Won,,,IndianaRepresentative9,No,
Joni Ernst,Yes,No,Iowa,6/2/2020,Senator,N/A,Female,N/A,N/A,Yes,99,Won,,,IowaSenatorN/A,No,yes
Thomas Hansen,No,Yes,Iowa,6/2/2020,Representative,1,Male,No,No,No,22,Lost,,,IowaRepresentative1,Yes,
Ashley Hinson,No,Yes,Iowa,6/2/2020,Representative,1,Female,Yes,Yes,Yes,78,Won,,yes,IowaRepresentative1,Yes,yes
Tim Borchardt,No,Yes,Iowa,6/2/2020,Representative,2,Male,N/A,No,No,5,Lost,,,IowaRepresentative2,Yes,
Steven Everly,No,Yes,Iowa,6/2/2020,Representative,2,Male,N/A,No,No,6,Lost,,,IowaRepresentative2,Yes,
Mariannette Miller-Meeks,No,Yes,Iowa,6/2/2020,Representative,2,Female,N/A,Yes,Yes,48,Won,,,IowaRepresentative2,Yes,yes
Rick Phillips,No,Yes,Iowa,6/2/2020,Representative,2,Male,N/A,No,No,5,Lost,,,IowaRepresentative2,Yes,
Bobby Schilling,No,Yes,Iowa,6/2/2020,Representative,2,Male,N/A,No,No,36,Lost,,,IowaRepresentative2,Yes,
Bill Schafer,No,Yes,Iowa,6/2/2020,Representative,3,Male,No,N/A,N/A,30,Lost,,,IowaRepresentative3,No,
David Young,No,Yes,Iowa,6/2/2020,Representative,3,Male,Yes,N/A,N/A,70,Won,,yes,IowaRepresentative3,No,
Randy Feenstra,No,No,Iowa,6/2/2020,Representative,4,Male,N/A,N/A,N/A,46,Won,,,IowaRepresentative4,No,
Steve King,Yes,No,Iowa,6/2/2020,Representative,4,Male,N/A,N/A,N/A,36,Lost,,,IowaRepresentative4,No,
Steven Reeder,No,No,Iowa,6/2/2020,Representative,4,Male,N/A,N/A,N/A,3,Lost,,,IowaRepresentative4,No,
Bret Richards,No,No,Iowa,6/2/2020,Representative,4,Male,N/A,N/A,N/A,7,Lost,,,IowaRepresentative4,No,
Jeremy Taylor,No,No,Iowa,6/2/2020,Representative,4,Male,N/A,N/A,N/A,8,Lost,,,IowaRepresentative4,No,
Andy Harris,Yes,No,Maryland,6/2/2020,Representative,1,Male,Yes,N/A,N/A,82,Won,,yes,MarylandRepresentative1,No,
Jorge Delgado,No,No,Maryland,6/2/2020,Representative,1,Male,No,N/A,N/A,18,Lost,,,MarylandRepresentative1,No,
Scott M. Collier,No,Yes,Maryland,6/2/2020,Representative,2,Male,N/A,N/A,N/A,11,Lost,,,MarylandRepresentative2,Yes,
Tim Fazenbaker,No,Yes,Maryland,6/2/2020,Representative,2,Male,N/A,N/A,N/A,16,Lost,,,MarylandRepresentative2,Yes,
Rick Impallaria,No,Yes,Maryland,6/2/2020,Representative,2,Male,N/A,N/A,N/A,16,Lost,,,MarylandRepresentative2,Yes,
Genevieve Morris,No,Yes,Maryland,6/2/2020,Representative,2,Female,N/A,N/A,N/A,17,Lost,,,MarylandRepresentative2,Yes,yes
Johnny Ray Salling,No,Yes,Maryland,6/2/2020,Representative,2,Male,N/A,N/A,N/A,19,Won,,,MarylandRepresentative2,Yes,
Jim Simpson,No,Yes,Maryland,6/2/2020,Representative,2,Male,N/A,N/A,N/A,15,Lost,,,MarylandRepresentative2,Yes,
Blaine Taylor,No,Yes,Maryland,6/2/2020,Representative,2,Male,N/A,N/A,N/A,5,Lost,,,MarylandRepresentative2,Yes,
Charles Anthony,No,Yes,Maryland,6/2/2020,Representative,3,Male,N/A,N/A,N/A,42,Won,,,MarylandRepresentative3,Yes,
"Thomas ""Pinkston"" Harris",No,Yes,Maryland,6/2/2020,Representative,3,Male,N/A,N/A,N/A,16,Lost,,,MarylandRepresentative3,Yes,
Reba Hawkins,No,Yes,Maryland,6/2/2020,Representative,3,Female,N/A,N/A,N/A,23,Lost,,,MarylandRepresentative3,Yes,yes
Joshua Morales,No,Yes,Maryland,6/2/2020,Representative,3,Male,N/A,N/A,N/A,9,Lost,,,MarylandRepresentative3,Yes,
Rob Seyfferth,No,Yes,Maryland,6/2/2020,Representative,3,Male,N/A,N/A,N/A,11,Lost,,,MarylandRepresentative3,Yes,
Nnabu Eze,No,Yes,Maryland,6/2/2020,Representative,4,Male,N/A,N/A,N/A,23,Lost,,,MarylandRepresentative4,No,
Eric Loeb,No,Yes,Maryland,6/2/2020,Representative,4,Male,N/A,N/A,N/A,21,Lost,,,MarylandRepresentative4,No,
George McDermott,No,Yes,Maryland,6/2/2020,Representative,4,Male,N/A,N/A,N/A,56,Won,,,MarylandRepresentative4,No,
Bryan DuVal Cubero,No,Yes,Maryland,6/2/2020,Representative,5,Male,N/A,N/A,N/A,8,Lost,,,MarylandRepresentative5,No,
Lee Havis,No,Yes,Maryland,6/2/2020,Representative,5,Male,N/A,N/A,N/A,11,Lost,,,MarylandRepresentative5,No,
Kenneth Lee,No,Yes,Maryland,6/2/2020,Representative,5,Male,N/A,N/A,N/A,15,Lost,,,MarylandRepresentative5,No,
Chris Palombi,No,Yes,Maryland,6/2/2020,Representative,5,Male,N/A,N/A,N/A,36,Won,,,MarylandRepresentative5,No,
Doug Sayers,No,Yes,Maryland,6/2/2020,Representative,5,Male,N/A,N/A,N/A,30,Lost,,,MarylandRepresentative5,No,
Kevin Caldwell,No,Yes,Maryland,6/2/2020,Representative,6,Male,N/A,N/A,N/A,26,Lost,,,MarylandRepresentative6,No,
Chris Meyyur,No,Yes,Maryland,6/2/2020,Representative,6,Male,N/A,N/A,N/A,9,Lost,,,MarylandRepresentative6,No,
Neil Parrott,No,Yes,Maryland,6/2/2020,Representative,6,Male,N/A,N/A,N/A,65,Won,,,MarylandRepresentative6,No,
Ray Bly,No,Yes,Maryland,6/2/2020,Representative,7,Male,N/A,N/A,N/A,5,Lost,,,MarylandRepresentative7,Yes,
Brian Brown,No,Yes,Maryland,6/2/2020,Representative,7,Male,N/A,N/A,N/A,5,Lost,,,MarylandRepresentative7,Yes,
Kim Klacik,No,Yes,Maryland,6/2/2020,Representative,7,Female,N/A,N/A,N/A,69,Won,,,MarylandRepresentative7,Yes,yes
M.J. Madwolf,No,Yes,Maryland,6/2/2020,Representative,7,Female,N/A,N/A,N/A,2,Lost,,,MarylandRepresentative7,Yes,yes
Liz Matory,No,Yes,Maryland,6/2/2020,Representative,7,Female,N/A,N/A,N/A,14,Lost,,,MarylandRepresentative7,Yes,yes
William Newton,No,Yes,Maryland,6/2/2020,Representative,7,Male,N/A,N/A,N/A,5,Lost,,,MarylandRepresentative7,Yes,
Gregory Coll,No,Yes,Maryland,6/2/2020,Representative,8,Male,N/A,N/A,N/A,42,Won,,,MarylandRepresentative8,Yes,
Bridgette Cooper,No,Yes,Maryland,6/2/2020,Representative,8,Female,N/A,N/A,N/A,15,Lost,,,MarylandRepresentative8,Yes,yes
Nicholas Gladden,No,Yes,Maryland,6/2/2020,Representative,8,Male,N/A,N/A,N/A,13,Lost,,,MarylandRepresentative8,Yes,
Patricia Rogers,No,Yes,Maryland,6/2/2020,Representative,8,Female,N/A,N/A,N/A,12,Lost,,,MarylandRepresentative8,Yes,yes
Shelly Skolnick,No,Yes,Maryland,6/2/2020,Representative,8,Male,N/A,N/A,N/A,10,Lost,,,MarylandRepresentative8,Yes,
Michael Yadeta,No,Yes,Maryland,6/2/2020,Representative,8,Male,N/A,N/A,N/A,8,Lost,,,MarylandRepresentative8,Yes,
Steve Daines,Yes,No,Montana,6/2/2020,Senator,N/A,Male,Yes,N/A,N/A,88,Won,,yes,MontanaSenatorN/A,No,
John Driscoll,No,No,Montana,6/2/2020,Senator,N/A,Male,No,N/A,N/A,6,Lost,,,MontanaSenatorN/A,No,
Daniel Larson,No,No,Montana,6/2/2020,Senator,N/A,Male,No,N/A,N/A,6,Lost,,,MontanaSenatorN/A,No,
Joe Dooling,No,Yes,Montana,6/2/2020,Representative,At-Large,Male,No,N/A,N/A,6,Lost,,,MontanaRepresentativeAt-Large,Yes,
John Evankovich,No,Yes,Montana,6/2/2020,Representative,At-Large,Male,No,N/A,N/A,2,Lost,,,MontanaRepresentativeAt-Large,Yes,
Debra Lamm,No,Yes,Montana,6/2/2020,Representative,At-Large,Female,No,N/A,N/A,7,Lost,,,MontanaRepresentativeAt-Large,Yes,yes
Mark McGinley,No,Yes,Montana,6/2/2020,Representative,At-Large,Male,No,N/A,N/A,4,Lost,,,MontanaRepresentativeAt-Large,Yes,
Matt Rosendale,No,Yes,Montana,6/2/2020,Representative,At-Large,Male,Yes,N/A,N/A,48,Won,,yes,MontanaRepresentativeAt-Large,Yes,
Corey Stapleton,No,Yes,Montana,6/2/2020,Representative,At-Large,Male,No,N/A,N/A,33,Lost,,,MontanaRepresentativeAt-Large,Yes,
Tim Fox,No,Yes,Montana,6/2/2020,Governor,N/A,Male,N/A,N/A,N/A,27,Lost,,,MontanaGovernorN/A,No,
Greg Gianforte,No,Yes,Montana,6/2/2020,Governor,N/A,Male,N/A,N/A,N/A,53,Won,,,MontanaGovernorN/A,No,
Al Olszewski,No,Yes,Montana,6/2/2020,Governor,N/A,Male,N/A,N/A,N/A,19,Lost,,,MontanaGovernorN/A,No,
Elisa Martinez,No,Yes,New Mexico,6/2/2020,Senator,N/A,Female,N/A,N/A,N/A,26,Lost,,,New MexicoSenatorN/A,Yes,yes
Mark Ronchetti,No,Yes,New Mexico,6/2/2020,Senator,N/A,Male,N/A,N/A,N/A,56,Won,,,New MexicoSenatorN/A,Yes,
Gavin Clarkson,No,Yes,New Mexico,6/2/2020,Senator,N/A,Male,N/A,N/A,N/A,17,Lost,,,New MexicoSenatorN/A,Yes,
Michelle Garcia Holmes,No,Yes,New Mexico,6/2/2020,Representative,1,Female,N/A,N/A,N/A,48,Won,,,New MexicoRepresentative1,Yes,yes
Jared Vander Dussen,No,Yes,New Mexico,6/2/2020,Representative,1,Male,N/A,N/A,N/A,40,Lost,,,New MexicoRepresentative1,Yes,
Brett Kokinadis,No,Yes,New Mexico,6/2/2020,Representative,1,Male,N/A,N/A,N/A,12,Lost,,,New MexicoRepresentative1,Yes,
Yvette Herrell,No,Yes,New Mexico,6/2/2020,Representative,2,Female,N/A,N/A,No,45,Won,,,New MexicoRepresentative2,Yes,yes
Claire Chase,No,Yes,New Mexico,6/2/2020,Representative,2,Female,N/A,N/A,Yes,32,Lost,,,New MexicoRepresentative2,Yes,yes
Chris Mathys,No,Yes,New Mexico,6/2/2020,Representative,2,Male,N/A,N/A,No,24,Lost,,,New MexicoRepresentative2,Yes,
Harry Montoya,No,Yes,New Mexico,6/2/2020,Representative,3,Male,N/A,N/A,N/A,35,Lost,,,New MexicoRepresentative3,Yes,
Karen Bedonie,No,Yes,New Mexico,6/2/2020,Representative,3,Female,N/A,N/A,N/A,28,Lost,,,New MexicoRepresentative3,Yes,yes
Alexis Johnson,No,Yes,New Mexico,6/2/2020,Representative,3,Female,N/A,N/A,N/A,37,Won,,,New MexicoRepresentative3,Yes,yes
Brian Fitzpatrick,Yes,No,Pennsylvania,6/2/2020,Representative,1,Male,N/A,N/A,N/A,63,Won,,,PennsylvaniaRepresentative1,No,
Andy Meehan,No,No,Pennsylvania,6/2/2020,Representative,1,Male,N/A,N/A,N/A,37,Lost,,,PennsylvaniaRepresentative1,No,
David Torres,No,Yes,Pennsylvania,6/2/2020,Representative,2,Male,N/A,N/A,N/A,100,Won,,,PennsylvaniaRepresentative2,No,
Michael Harvey,No,Yes,Pennsylvania,6/2/2020,Representative,3,Male,N/A,N/A,N/A,100,Won,,,PennsylvaniaRepresentative3,No,
Kathy Barnette,No,Yes,Pennsylvania,6/2/2020,Representative,4,Female,N/A,N/A,N/A,100,Won,,,PennsylvaniaRepresentative4,No,yes
Rob Jordan,No,Yes,Pennsylvania,6/2/2020,Representative,5,Male,N/A,N/A,N/A,39,Lost,,,PennsylvaniaRepresentative5,Yes,
Dasha Pruett,No,Yes,Pennsylvania,6/2/2020,Representative,5,Female,N/A,N/A,N/A,61,Won,,,PennsylvaniaRepresentative5,Yes,yes
John Emmons,No,Yes,Pennsylvania,6/2/2020,Representative,6,Male,N/A,N/A,N/A,100,Won,,,PennsylvaniaRepresentative6,No,
Dean Browning,No,Yes,Pennsylvania,6/2/2020,Representative,7,Male,No,No,No,48,Lost,,,PennsylvaniaRepresentative7,Yes,
Lisa Scheller,No,Yes,Pennsylvania,6/2/2020,Representative,7,Female,Yes,Yes,Yes,52,Won,,yes,PennsylvaniaRepresentative7,Yes,yes
Jim Bognet,No,Yes,Pennsylvania,6/2/2020,Representative,8,Male,N/A,N/A,N/A,28,Won,,,PennsylvaniaRepresentative8,No,
Mike Cammisa,No,Yes,Pennsylvania,6/2/2020,Representative,8,Male,N/A,N/A,N/A,2,Lost,,,PennsylvaniaRepresentative8,No,
Teddy Daniels,No,Yes,Pennsylvania,6/2/2020,Representative,8,Male,N/A,N/A,N/A,24,Lost,,,PennsylvaniaRepresentative8,No,
Earl Granville,No,Yes,Pennsylvania,6/2/2020,Representative,8,Male,N/A,N/A,N/A,23,Lost,,,PennsylvaniaRepresentative8,No,
