Personal Data,,,,,,,,Endorsement Data,,,,,,,,,,Electoral Data,,,,Factchecking Columns,,
Candidate,Incumbent,Open Primary,State,Primary Date,Office,District,Gender,EMILY's List,Justice Dems,Indivisible,PCCC,Our Revolution,Sanders,AOC,Party Committee,Biden,Obama,Primary %,Primary Outcome,"Checked? (not H, I, T)",,Man vs. Woman?,"Checked? inc. H, I, T, W",Notes
Russell Foster,No,Yes,Texas,3/3/2020,Representative,4,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,Won,,TexasRepresentative4,No,,
Carolyn Salter,No,Yes,Texas,3/3/2020,Representative,5,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,Won,,TexasRepresentative5,No,yes,
Stephen Daniel,No,Yes,Texas,3/3/2020,Representative,6,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,Won,,TexasRepresentative6,No,,
Lizzie Fletcher,Yes,No,Texas,3/3/2020,Representative,7,Female,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,Won,,TexasRepresentative7,No,yes,
Elizabeth Hernandez,No,Yes,Texas,3/3/2020,Representative,8,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,60,Won,,TexasRepresentative8,No,yes,
Laura Jones,No,Yes,Texas,3/3/2020,Representative,8,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,40,Lost,,TexasRepresentative8,No,yes,
Al Green,Yes,No,Texas,3/3/2020,Representative,9,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,84,Won,,TexasRepresentative9,Yes,,
Melissa Wilson,No,No,Texas,3/3/2020,Representative,9,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16,Lost,,TexasRepresentative9,Yes,yes,
Pritesh Gandhi,No,Yes,Texas,3/3/2020,Representative,10,Male,No,N/A,N/A,No,No,No,N/A,N/A,N/A,N/A,33,Lost,,TexasRepresentative10,Yes,UPDATED,
Shannon Hutcheson,No,Yes,Texas,3/3/2020,Representative,10,Female,Yes,N/A,N/A,No,No,No,N/A,N/A,N/A,N/A,23,Lost,,TexasRepresentative10,Yes,yes,
Mike Siegel,No,Yes,Texas,3/3/2020,Representative,10,Male,No,N/A,N/A,Yes,Yes,Yes,N/A,N/A,N/A,N/A,44,Won,yes,TexasRepresentative10,Yes,UPDATED,
Jon Mark Hogg,No,Yes,Texas,3/3/2020,Representative,11,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,Won,,TexasRepresentative11,No,,
Danny Anderson,No,Yes,Texas,3/3/2020,Representative,12,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19,Lost,,TexasRepresentative12,Yes,,
Lisa Welch,No,Yes,Texas,3/3/2020,Representative,12,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,81,Won,,TexasRepresentative12,Yes,yes,
Timothy Gassaway,No,Yes,Texas,3/3/2020,Representative,13,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,23,Lost,,TexasRepresentative13,No,,
Greg Sagan,No,Yes,Texas,3/3/2020,Representative,13,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,35,Lost,,TexasRepresentative13,No,,
Gus Trujillo,No,Yes,Texas,3/3/2020,Representative,13,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,42,Won,,TexasRepresentative13,No,,
Sanjanetta Barnes,No,Yes,Texas,3/3/2020,Representative,14,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11,Lost,,TexasRepresentative14,Yes,yes,
Adrienne Bell,No,Yes,Texas,3/3/2020,Representative,14,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,62,Won,,TexasRepresentative14,Yes,yes,
Eddie Fisher,No,Yes,Texas,3/3/2020,Representative,14,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12,Lost,,TexasRepresentative14,Yes,,
"Robert ""Puga"" Thomas",No,Yes,Texas,3/3/2020,Representative,14,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6,Lost,,TexasRepresentative14,Yes,,
Mikal Williams,No,Yes,Texas,3/3/2020,Representative,14,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,Lost,,TexasRepresentative14,Yes,,
Vicente Gonzalez,Yes,No,Texas,3/3/2020,Representative,15,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,Won,,TexasRepresentative15,No,,
Veronica Escobar,Yes,No,Texas,3/3/2020,Representative,16,Female,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,100,Won,yes,TexasRepresentative16,No,yes,
William Foster III,No,Yes,Texas,3/3/2020,Representative,17,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17,Lost,,TexasRepresentative17,No,,
David Anthony Jaramillo,No,Yes,Texas,3/3/2020,Representative,17,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,35,Lost,,TexasRepresentative17,No,,
Rick Kennedy,No,Yes,Texas,3/3/2020,Representative,17,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,48,Won,,TexasRepresentative17,No,,
Michael Allen,No,No,Texas,3/3/2020,Representative,18,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,Lost,,TexasRepresentative18,Yes,,
Donovan Boson,No,No,Texas,3/3/2020,Representative,18,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,Lost,,TexasRepresentative18,Yes,,
Marc Flores,No,No,Texas,3/3/2020,Representative,18,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8,Lost,,TexasRepresentative18,Yes,,
Jerry Ford Sr.,No,No,Texas,3/3/2020,Representative,18,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,Lost,,TexasRepresentative18,Yes,,
Sheila Jackson Lee,Yes,No,Texas,3/3/2020,Representative,18,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,77,Won,,TexasRepresentative18,Yes,yes,
Stevens Orozco,No,No,Texas,3/3/2020,Representative,18,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,Lost,,TexasRepresentative18,Yes,,
Bimal Patel,No,No,Texas,3/3/2020,Representative,18,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,Lost,,TexasRepresentative18,Yes,,
Tom Watson,No,Yes,Texas,3/3/2020,Representative,19,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,Won,,TexasRepresentative19,No,,
Joaquin Castro,Yes,No,Texas,3/3/2020,Representative,20,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,92,Won,,TexasRepresentative20,No,,
Rob Hostetler,No,No,Texas,3/3/2020,Representative,20,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,Lost,,TexasRepresentative20,No,,
Justin Lecea,No,No,Texas,3/3/2020,Representative,20,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,Lost,,TexasRepresentative20,No,,
Wendy Davis,No,Yes,Texas,3/3/2020,Representative,21,Female,Yes,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,86,Won,yes,TexasRepresentative21,No,yes,
Jennie Lou Leeder,No,Yes,Texas,3/3/2020,Representative,21,Female,No,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,14,Lost,yes,TexasRepresentative21,No,yes,
Sri Preston Kulkarni,No,Yes,Texas,3/3/2020,Representative,22,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,53,Won,,TexasRepresentative22,Yes,,
Nyanza Davis Moore,No,Yes,Texas,3/3/2020,Representative,22,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14,Lost,,TexasRepresentative22,Yes,yes,
Carmine Petrillo III,No,Yes,Texas,3/3/2020,Representative,22,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8,Lost,,TexasRepresentative22,Yes,,
Derrick Reed,No,Yes,Texas,3/3/2020,Representative,22,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25,Lost,,TexasRepresentative22,Yes,,
Rosey Ramos Abuabara,No,Yes,Texas,3/3/2020,Representative,23,Female,No,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,11,Lost,,TexasRepresentative23,Yes,yes,
Jaime Escuder,No,Yes,Texas,3/3/2020,Representative,23,Male,No,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,4,Lost,,TexasRepresentative23,Yes,,
Gina Ortiz Jones,No,Yes,Texas,3/3/2020,Representative,23,Female,Yes,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,66,Won,yes,TexasRepresentative23,Yes,yes,
Ricardo Madrid,No,Yes,Texas,3/3/2020,Representative,23,Male,No,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,7,Lost,,TexasRepresentative23,Yes,,
Efrain Valdez,No,Yes,Texas,3/3/2020,Representative,23,Male,No,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,11,Lost,,TexasRepresentative23,Yes,,
John Biggan,No,Yes,Texas,3/3/2020,Representative,24,Male,No,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,3,Lost,,TexasRepresentative24,Yes,,
Richard Fleming,No,Yes,Texas,3/3/2020,Representative,24,Male,No,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,5,Lost,,TexasRepresentative24,Yes,,
Crystal Fletcher,No,Yes,Texas,3/3/2020,Representative,24,Female,No,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,6,Lost,,TexasRepresentative24,Yes,yes,
Jan McDowell,No,Yes,Texas,3/3/2020,Representative,24,Female,No,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,10,Lost,,TexasRepresentative24,Yes,yes,
Kim Olson,No,Yes,Texas,3/3/2020,Representative,24,Female,No,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,41,Lost,,TexasRepresentative24,Yes,yes,
Candace Valenzuela,No,Yes,Texas,3/3/2020,Representative,24,Female,Yes,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,30,Won,yes,TexasRepresentative24,Yes,yes,
Sam Vega,No,Yes,Texas,3/3/2020,Representative,24,Male,No,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,5,Lost,,TexasRepresentative24,Yes,,
Julie Oliver,No,Yes,Texas,3/3/2020,Representative,25,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,70,Won,yes,TexasRepresentative25,No,yes,
Heidi Sloan,No,Yes,Texas,3/3/2020,Representative,25,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30,Lost,yes,TexasRepresentative25,No,yes,
Neil Durrance,No,Yes,Texas,3/3/2020,Representative,26,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17,Lost,,TexasRepresentative26,Yes,,
Carol H. Iannuzzi,No,Yes,Texas,3/3/2020,Representative,26,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,55,Won,,TexasRepresentative26,Yes,yes,
Mat Pruneda,No,Yes,Texas,3/3/2020,Representative,26,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,28,Lost,,TexasRepresentative26,Yes,,
Ricardo De La Fuente,No,Yes,Texas,3/3/2020,Representative,27,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,61,Won,,TexasRepresentative27,No,,
Charlie Jackson,No,Yes,Texas,3/3/2020,Representative,27,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,39,Lost,,TexasRepresentative27,No,,
Jessica Cisneros,No,No,Texas,3/3/2020,Representative,28,Female,Yes,Yes,N/A,Yes,Yes,Yes,Yes,N/A,N/A,N/A,48,Lost,yes,TexasRepresentative28,Yes,yes,
Henry Cuellar,Yes,No,Texas,3/3/2020,Representative,28,Male,No,No,N/A,No,No,No,No,N/A,N/A,N/A,52,Won,,TexasRepresentative28,Yes,,
Sylvia Garcia,Yes,No,Texas,3/3/2020,Representative,29,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,Won,,TexasRepresentative29,No,yes,
Hasani Burton,No,No,Texas,3/3/2020,Representative,30,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,Lost,,TexasRepresentative30,Yes,,
Barbara Mallory Caraway,No,No,Texas,3/3/2020,Representative,30,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13,Lost,,TexasRepresentative30,Yes,yes,
Shenita Cleveland,No,No,Texas,3/3/2020,Representative,30,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14,Lost,,TexasRepresentative30,Yes,yes,
Eddie Bernice Johnson,Yes,No,Texas,3/3/2020,Representative,30,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,71,Won,,TexasRepresentative30,Yes,yes,
Michael Edward Grimes,No,Yes,Texas,3/3/2020,Representative,31,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11,Lost,,TexasRepresentative31,Yes,,
Eric Hanke,No,Yes,Texas,3/3/2020,Representative,31,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6,Lost,,TexasRepresentative31,Yes,,
Donna Imam,No,Yes,Texas,3/3/2020,Representative,31,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31,Won,,TexasRepresentative31,Yes,yes,
Dan Janjigian,No,Yes,Texas,3/3/2020,Representative,31,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,Lost,,TexasRepresentative31,Yes,,
Christine Eady Mann,No,Yes,Texas,3/3/2020,Representative,31,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,35,Lost,,TexasRepresentative31,Yes,yes,
Tammy Young,No,Yes,Texas,3/3/2020,Representative,31,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14,Lost,,TexasRepresentative31,Yes,yes,
Colin Allred,Yes,No,Texas,3/3/2020,Representative,32,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,Won,,TexasRepresentative32,No,,
Sean Paul Segura,No,No,Texas,3/3/2020,Representative,33,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,36,Lost,,TexasRepresentative33,No,,
Marc Veasey,Yes,No,Texas,3/3/2020,Representative,33,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,64,Won,,TexasRepresentative33,No,,
Osbert Rodriguez Haro,No,No,Texas,3/3/2020,Representative,34,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6,Lost,,TexasRepresentative34,No,,
Filemon Vela,Yes,No,Texas,3/3/2020,Representative,34,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,75,Won,,TexasRepresentative34,No,,
Diego Zavala,No,No,Texas,3/3/2020,Representative,34,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18,Lost,,TexasRepresentative34,No,,
Rafael Alcoser III,No,No,Texas,3/3/2020,Representative,35,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27,Lost,,TexasRepresentative35,No,,
Lloyd Doggett,Yes,No,Texas,3/3/2020,Representative,35,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,73,Won,,TexasRepresentative35,No,,
Rashad Lewis,No,Yes,Texas,3/3/2020,Representative,36,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,Won,,TexasRepresentative36,No,,
