Personal Data,,,,,,,,Endorsement Data,,,,,,,,,,Electoral Data,,,,Factchecking Columns,,
Candidate,Incumbent,Open Primary,State,Primary Date,Office,District,Gender,EMILY's List,Justice Dems,Indivisible,PCCC,Our Revolution,Sanders,AOC,Party Committee,Biden,Obama,Primary %,Primary Outcome,"Checked? (not H, I, T)",,Man vs. Woman?,"Checked? inc. H, I, T, W",Notes
Anthony Brindisi,Yes,No,New York,6/23/2020,Representative,22,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,Won,,New YorkRepresentative22,No,,
Tracy Mitrano,No,Yes,New York,6/23/2020,Representative,23,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,Won,,New YorkRepresentative23,No,yes,
Francis Conole,No,Yes,New York,6/23/2020,Representative,24,Male,No,N/A,No,No,N/A,N/A,N/A,N/A,N/A,N/A,,Lost,,New YorkRepresentative24,Yes,,
Dana Balter,No,Yes,New York,6/23/2020,Representative,24,Female,Yes,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,,Won,yes,New YorkRepresentative24,Yes,yes,
Joe Morelle,Yes,No,New York,6/23/2020,Representative,25,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,Won,,New YorkRepresentative25,Yes,,
Robin Wilt,No,No,New York,6/23/2020,Representative,25,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,Lost,,New YorkRepresentative25,Yes,yes,
Brian Higgins,Yes,No,New York,6/23/2020,Representative,26,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,Won,,New YorkRepresentative26,No,,
Nate McMurray,No,Yes,New York,6/23/2020,Representative,27,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,Won,,New YorkRepresentative27,No,,
Mark Warner,Yes,No,Virginia,6/23/2020,Senator,N/A,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,Won,,VirginiaSenatorN/A,No,,
Qasim Rashid,No,Yes,Virginia,6/23/2020,Representative,1,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,53,Won,,VirginiaRepresentative1,Yes,,
Vangie Williams,No,Yes,Virginia,6/23/2020,Representative,1,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,47,Lost,,VirginiaRepresentative1,Yes,yes,
Elaine Luria,Yes,No,Virginia,6/23/2020,Representative,2,Female,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,Won,,VirginiaRepresentative2,No,yes,
Bobby Scott,Yes,No,Virginia,6/23/2020,Representative,3,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,Won,,VirginiaRepresentative3,No,,
Donald McEachin,Yes,No,Virginia,6/23/2020,Representative,4,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,80,Won,,VirginiaRepresentative4,Yes,,
Cazel Levine,No,No,Virginia,6/23/2020,Representative,4,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20,Lost,,VirginiaRepresentative4,Yes,yes,
RD Huffstetler,No,Yes,Virginia,6/23/2020,Representative,5,Male,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,Lost,,VirginiaRepresentative5,Yes,,
Cameron Webb,No,Yes,Virginia,6/23/2020,Representative,5,Male,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,67,Won,,VirginiaRepresentative5,Yes,,
Claire Russo,No,Yes,Virginia,6/23/2020,Representative,5,Female,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18,Lost,,VirginiaRepresentative5,Yes,yes,
John Lesinski,No,Yes,Virginia,6/23/2020,Representative,5,Male,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,Lost,,VirginiaRepresentative5,Yes,,
Abigail Spanberger,Yes,No,Virginia,6/23/2020,Representative,7,Female,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,Won,,VirginiaRepresentative7,No,yes,
Don Beyer,Yes,No,Virginia,6/23/2020,Representative,8,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,Won,,VirginiaRepresentative8,No,,
Jennifer Wexton,Yes,No,Virginia,6/23/2020,Representative,10,Female,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,Won,,VirginiaRepresentative10,No,yes,
Gerry Connolly,Yes,No,Virginia,6/23/2020,Representative,11,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,78,Won,,VirginiaRepresentative11,Yes,,
Zainab Mohsini,No,No,Virginia,6/23/2020,Representative,11,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,22,Lost,,VirginiaRepresentative11,Yes,yes,
Sarah Riggs Amico,No,Yes,Georgia,6/9/2020,Senator,N/A,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12,Lost,,GeorgiaSenatorN/A,Yes,yes,
Marckeith DeJesus,No,Yes,Georgia,6/9/2020,Senator,N/A,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,Lost,,GeorgiaSenatorN/A,Yes,,
James Knox,No,Yes,Georgia,6/9/2020,Senator,N/A,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,Lost,,GeorgiaSenatorN/A,Yes,,
Tricia Carpenter McCracken,No,Yes,Georgia,6/9/2020,Senator,N/A,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,Lost,,GeorgiaSenatorN/A,Yes,yes,
Jon Ossoff,No,Yes,Georgia,6/9/2020,Senator,N/A,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,53,Won,,GeorgiaSenatorN/A,Yes,,
Maya Dillard Smith,No,Yes,Georgia,6/9/2020,Senator,N/A,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9,Lost,,GeorgiaSenatorN/A,Yes,yes,
Teresa Tomlinson,No,Yes,Georgia,6/9/2020,Senator,N/A,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16,Lost,,GeorgiaSenatorN/A,Yes,yes,
Joyce Marie Griggs,No,Yes,Georgia,6/9/2020,Representative,1,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,41,Won,,GeorgiaRepresentative1,No,yes,
Lisa Ring,No,Yes,Georgia,6/9/2020,Representative,1,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,46,Lost,,GeorgiaRepresentative1,No,yes,
Barbara Seidman,No,Yes,Georgia,6/9/2020,Representative,1,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13,Lost,,GeorgiaRepresentative1,No,yes,
Sanford Bishop,Yes,No,Georgia,6/9/2020,Representative,2,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,Won,,GeorgiaRepresentative2,No,,
Val Almonord,No,Yes,Georgia,6/9/2020,Representative,3,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,Won,,GeorgiaRepresentative3,No,,
William Haston,No,No,Georgia,6/9/2020,Representative,4,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13,Lost,,GeorgiaRepresentative4,Yes,,
Hank Johnson,Yes,No,Georgia,6/9/2020,Representative,4,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,68,Won,,GeorgiaRepresentative4,Yes,,
Elaine Amankwah Nietmann,No,No,Georgia,6/9/2020,Representative,4,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18,Lost,,GeorgiaRepresentative4,Yes,yes,
John Lewis,Yes,No,Georgia,6/9/2020,Representative,5,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,88,Won,,GeorgiaRepresentative5,No,,
Barrington Martin II,No,No,Georgia,6/9/2020,Representative,5,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12,Lost,,GeorgiaRepresentative5,No,,
Lucy McBath,Yes,No,Georgia,6/9/2020,Representative,6,Female,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,Won,,GeorgiaRepresentative6,No,yes,
Carolyn Bourdeaux,No,Yes,Georgia,6/9/2020,Representative,7,Female,N/A,N/A,N/A,N/A,No,N/A,No,N/A,N/A,N/A,53,Won,,GeorgiaRepresentative7,Yes,yes,
John Eaves,No,Yes,Georgia,6/9/2020,Representative,7,Male,N/A,N/A,N/A,N/A,No,N/A,No,N/A,N/A,N/A,8,Lost,,GeorgiaRepresentative7,Yes,,
Nabilah Islam,No,Yes,Georgia,6/9/2020,Representative,7,Female,N/A,N/A,N/A,N/A,Yes,N/A,Yes,N/A,N/A,N/A,12,Lost,yes,GeorgiaRepresentative7,Yes,yes,
Zahra Karinshak,No,Yes,Georgia,6/9/2020,Representative,7,Female,N/A,N/A,N/A,N/A,No,N/A,No,N/A,N/A,N/A,7,Lost,,GeorgiaRepresentative7,Yes,yes,
Brenda Lopez Romero,No,Yes,Georgia,6/9/2020,Representative,7,Female,N/A,N/A,N/A,N/A,No,N/A,No,N/A,N/A,N/A,12,Lost,,GeorgiaRepresentative7,Yes,yes,
Rashid Malik,No,Yes,Georgia,6/9/2020,Representative,7,Male,N/A,N/A,N/A,N/A,No,N/A,No,N/A,N/A,N/A,8,Lost,,GeorgiaRepresentative7,Yes,,
"Lindsay ""Doc"" Holliday",No,Yes,Georgia,6/9/2020,Representative,8,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,Won,,GeorgiaRepresentative8,No,,
Devin Pandy,No,Yes,Georgia,6/9/2020,Representative,9,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,34,Won,,GeorgiaRepresentative9,Yes,,
Brooke Siskin,No,Yes,Georgia,6/9/2020,Representative,9,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,41,Lost,,GeorgiaRepresentative9,Yes,yes,
Dan Wilson,No,Yes,Georgia,6/9/2020,Representative,9,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25,Lost,,GeorgiaRepresentative9,Yes,,
Andrew Ferguson,No,Yes,Georgia,6/9/2020,Representative,10,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,34,Lost,,GeorgiaRepresentative10,Yes,,
Tabitha Johnson-Green,No,Yes,Georgia,6/9/2020,Representative,10,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,66,Won,,GeorgiaRepresentative10,Yes,yes,
Dana Barrett,No,Yes,Georgia,6/9/2020,Representative,11,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,Won,,GeorgiaRepresentative11,No,yes,
Liz Johnson,No,Yes,Georgia,6/9/2020,Representative,12,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,84,Won,,GeorgiaRepresentative12,Yes,yes,
Dan Steiner,No,Yes,Georgia,6/9/2020,Representative,12,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16,Lost,,GeorgiaRepresentative12,Yes,,
Michael Owens,No,No,Georgia,6/9/2020,Representative,13,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13,Lost,UPDATED,GeorgiaRepresentative13,Yes,,
Jannquell Peters,No,No,Georgia,6/9/2020,Representative,13,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8,Lost,yes,GeorgiaRepresentative13,Yes,yes,
David Scott,Yes,No,Georgia,6/9/2020,Representative,13,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,53,Won,UPDATED,GeorgiaRepresentative13,Yes,,
Keisha Waites,No,No,Georgia,6/9/2020,Representative,13,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25,Lost,yes,GeorgiaRepresentative13,Yes,yes,
Kevin Van Ausdal,No,Yes,Georgia,6/9/2020,Representative,14,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,Won,,GeorgiaRepresentative14,No,,
Allen Rheinhart,No,No,Nevada,6/9/2020,Representative,1,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6,Lost,,NevadaRepresentative1,Yes,,
Anthony Thomas Jr.,No,No,Nevada,6/9/2020,Representative,1,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11,Lost,,NevadaRepresentative1,Yes,,
Dina Titus,Yes,No,Nevada,6/9/2020,Representative,1,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,83,Won,,NevadaRepresentative1,Yes,yes,
Patricia Ackerman,No,Yes,Nevada,6/9/2020,Representative,2,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,49,Won,,NevadaRepresentative2,Yes,yes,
Ed Cohen,No,Yes,Nevada,6/9/2020,Representative,2,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13,Lost,,NevadaRepresentative2,Yes,,
Reynaldo Hernandez,No,Yes,Nevada,6/9/2020,Representative,2,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,Lost,,NevadaRepresentative2,Yes,,
Clint Koble,No,Yes,Nevada,6/9/2020,Representative,2,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,23,Lost,,NevadaRepresentative2,Yes,,
Ian Luetkehans,No,Yes,Nevada,6/9/2020,Representative,2,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,Lost,,NevadaRepresentative2,Yes,,
"Steve ""Pragmatic"" Schiffman",No,Yes,Nevada,6/9/2020,Representative,2,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,Lost,,NevadaRepresentative2,Yes,,
Rick Shepherd,No,Yes,Nevada,6/9/2020,Representative,2,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7,Lost,,NevadaRepresentative2,Yes,,
Susie Lee,Yes,No,Nevada,6/9/2020,Representative,3,Female,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,83,Won,,NevadaRepresentative3,Yes,yes,
Dennis Sullivan,No,No,Nevada,6/9/2020,Representative,3,Male,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,Lost,,NevadaRepresentative3,Yes,,
Tiffany Ann Watson,No,No,Nevada,6/9/2020,Representative,3,Female,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7,Lost,,NevadaRepresentative3,Yes,yes,
George Brucato,No,No,Nevada,6/9/2020,Representative,4,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,Lost,,NevadaRepresentative4,Yes,,
Chris Colley,No,No,Nevada,6/9/2020,Representative,4,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,Lost,,NevadaRepresentative4,Yes,,
Brie d'Ayr,No,No,Nevada,6/9/2020,Representative,4,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7,Lost,,NevadaRepresentative4,Yes,yes,
Jennifer Eason,No,No,Nevada,6/9/2020,Representative,4,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9,Lost,,NevadaRepresentative4,Yes,yes,
Steven Horsford,Yes,No,Nevada,6/9/2020,Representative,4,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,75,Won,,NevadaRepresentative4,Yes,,
Gregory Kempton,No,No,Nevada,6/9/2020,Representative,4,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,Lost,,NevadaRepresentative4,Yes,,
Zach Raknerud,No,Yes,North Dakota,6/9/2020,Representative,At-Large,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,62,Won,,North DakotaRepresentativeAt-Large,No,,
Roland Riemers,No,Yes,North Dakota,6/9/2020,Representative,At-Large,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,37,Lost,,North DakotaRepresentativeAt-Large,No,,
Shelley Lenz,No,Yes,North Dakota,6/9/2020,Governor,N/A,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,99,Won,,North DakotaGovernorN/A,No,yes,
Jaime Harrison,No,Yes,South Carolina,6/9/2020,Senator,N/A,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,100,Won,yes,South CarolinaSenatorN/A,No,,
Joe Cunningham,Yes,No,South Carolina,6/9/2020,Representative,1,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,Won,,South CarolinaRepresentative1,No,,
Adair Boroughs,No,Yes,South Carolina,6/9/2020,Representative,2,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,Won,,South CarolinaRepresentative2,No,yes,
Hosea Cleveland,No,Yes,South Carolina,6/9/2020,Representative,3,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,57,Won,,South CarolinaRepresentative3,No,,
Mark D. Welch,No,Yes,South Carolina,6/9/2020,Representative,3,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,43,Lost,,South CarolinaRepresentative3,No,,
Kim Nelson,No,Yes,South Carolina,6/9/2020,Representative,4,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,Won,,South CarolinaRepresentative4,No,yes,
Moe Brown,No,Yes,South Carolina,6/9/2020,Representative,5,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,68,Won,,South CarolinaRepresentative5,No,,
Sidney Moore,No,Yes,South Carolina,6/9/2020,Representative,5,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,32,Lost,,South CarolinaRepresentative5,No,,
Jim Clyburn,Yes,No,South Carolina,6/9/2020,Representative,6,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,Won,,South CarolinaRepresentative6,No,,
Robert Williams,No,Yes,South Carolina,6/9/2020,Representative,7,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,41,Lost,,South CarolinaRepresentative7,Yes,,
"William H. ""Cowboy"" Williams",No,Yes,South Carolina,6/9/2020,Representative,7,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7,Lost,,South CarolinaRepresentative7,Yes,,
Melissa Watson,No,Yes,South Carolina,6/9/2020,Representative,7,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,51,Won,,South CarolinaRepresentative7,Yes,yes,
Richard Ojeda,No,Yes,West Virginia,6/9/2020,Senator,N/A,Male,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,33,Lost,,West VirginiaSenatorN/A,Yes,,
Richie Robb,No,Yes,West Virginia,6/9/2020,Senator,N/A,Male,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,29,Lost,,West VirginiaSenatorN/A,Yes,,
Paula Jean Swearengin,No,Yes,West Virginia,6/9/2020,Senator,N/A,Female,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,38,Won,yes,West VirginiaSenatorN/A,Yes,yes,
Natalie Cline,No,Yes,West Virginia,6/9/2020,Representative,1,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,75,Won,,West VirginiaRepresentative1,Yes,yes,
Tom Payne,No,Yes,West Virginia,6/9/2020,Representative,1,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25,Lost,,West VirginiaRepresentative1,Yes,,
Cathy Kunkel,No,Yes,West Virginia,6/9/2020,Representative,2,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,Won,,West VirginiaRepresentative2,No,yes,
Paul E. Davis,No,Yes,West Virginia,6/9/2020,Representative,3,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25,Lost,,West VirginiaRepresentative3,Yes,,
Jeff Lewis,No,Yes,West Virginia,6/9/2020,Representative,3,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17,Lost,,West VirginiaRepresentative3,Yes,,
Hilary Turner,No,Yes,West Virginia,6/9/2020,Representative,3,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,29,Won,,West VirginiaRepresentative3,Yes,yes,
Lacy Watson,No,Yes,West Virginia,6/9/2020,Representative,3,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,29,Lost,,West VirginiaRepresentative3,Yes,,
Douglas Hughes,No,Yes,West Virginia,6/9/2020,Governor,N/A,Male,N/A,N/A,N/A,No,No,N/A,N/A,N/A,N/A,N/A,5,Lost,,West VirginiaGovernorN/A,No,,
Jody Murphy,No,Yes,West Virginia,6/9/2020,Governor,N/A,Male,N/A,N/A,N/A,No,No,N/A,N/A,N/A,N/A,N/A,9,Lost,,West VirginiaGovernorN/A,No,,
Ben Salango,No,Yes,West Virginia,6/9/2020,Governor,N/A,Male,N/A,N/A,N/A,No,No,N/A,N/A,N/A,N/A,N/A,39,Won,,West VirginiaGovernorN/A,No,,
Stephen Smith,No,Yes,West Virginia,6/9/2020,Governor,N/A,Male,N/A,N/A,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A,34,Lost,yes,West VirginiaGovernorN/A,No,,
Ron Stollings,No,Yes,West Virginia,6/9/2020,Governor,N/A,Male,N/A,N/A,N/A,No,No,N/A,N/A,N/A,N/A,N/A,13,Lost,,West VirginiaGovernorN/A,No,,
Jim Vandermaas,No,Yes,Idaho,6/2/2020,Senator,N/A,Male,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,14,Lost,,IdahoSenatorN/A,Yes,,
Paulette Jordan,No,Yes,Idaho,6/2/2020,Senator,N/A,Female,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,86,Won,yes,IdahoSenatorN/A,Yes,yes,
Staniela Nikolova,No,Yes,Idaho,6/2/2020,Representative,1,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,34,Lost,,IdahoRepresentative1,Yes,yes,
Rudy Soto,No,Yes,Idaho,6/2/2020,Representative,1,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,66,Won,,IdahoRepresentative1,Yes,,
Aaron Swisher,No,Yes,Idaho,6/2/2020,Representative,2,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,Won,,IdahoRepresentative2,No,,
Woody Myers,No,Yes,Indiana,6/2/2020,Governor,N/A,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,Won,,IndianaGovernorN/A,No,,
Melissa Borom,No,Yes,Indiana,6/2/2020,Representative,1,Female,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,9,Lost,,IndianaRepresentative1,Yes,yes,
Carrie Castro,No,Yes,Indiana,6/2/2020,Representative,1,Female,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,2,Lost,,IndianaRepresentative1,Yes,yes,
Scott Costello,No,Yes,Indiana,6/2/2020,Representative,1,Male,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,1,Lost,,IndianaRepresentative1,Yes,,
Tony Daggett Sr.,No,Yes,Indiana,6/2/2020,Representative,1,Male,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,1,Lost,,IndianaRepresentative1,Yes,,
Ryan Farrar,No,Yes,Indiana,6/2/2020,Representative,1,Male,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,0,Lost,,IndianaRepresentative1,Yes,,
Sabrina Haake,No,Yes,Indiana,6/2/2020,Representative,1,Female,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,5,Lost,,IndianaRepresentative1,Yes,yes,
John Henry Hall,No,Yes,Indiana,6/2/2020,Representative,1,Male,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,1,Lost,,IndianaRepresentative1,Yes,,
Jim Harper,No,Yes,Indiana,6/2/2020,Representative,1,Male,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,10,Lost,yes,IndianaRepresentative1,Yes,,
Thomas McDermott Jr.,No,Yes,Indiana,6/2/2020,Representative,1,Male,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,28,Lost,,IndianaRepresentative1,Yes,,
Wendell Mosby,No,Yes,Indiana,6/2/2020,Representative,1,Male,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,1,Lost,,IndianaRepresentative1,Yes,,
Frank Mrvan,No,Yes,Indiana,6/2/2020,Representative,1,Male,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,33,Won,,IndianaRepresentative1,Yes,,
Mara Candelaria Reardon,No,Yes,Indiana,6/2/2020,Representative,1,Female,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,8,Lost,,IndianaRepresentative1,Yes,yes,
Jayson Reeves,No,Yes,Indiana,6/2/2020,Representative,1,Male,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,1,Lost,,IndianaRepresentative1,Yes,,
Andrew Sylwestrowicz,No,Yes,Indiana,6/2/2020,Representative,1,Male,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,0,Lost,,IndianaRepresentative1,Yes,,
Pat Hackett,No,Yes,Indiana,6/2/2020,Representative,2,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,78,Won,,IndianaRepresentative2,No,yes,
Ellen Marks,No,Yes,Indiana,6/2/2020,Representative,2,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,22,Lost,,IndianaRepresentative2,No,yes,
Chip Coldiron,No,Yes,Indiana,6/2/2020,Representative,3,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,39,Won,,IndianaRepresentative3,No,,
Jean-Paul (JP) B. Kalonji,No,Yes,Indiana,6/2/2020,Representative,3,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14,Lost,,IndianaRepresentative3,No,,
Carlos Marcano Jr.,No,Yes,Indiana,6/2/2020,Representative,3,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31,Lost,,IndianaRepresentative3,No,,
